Transaction_ID,Date,Drug_Name,Quantity,Unit_Price,Category,Unit_Cost
1184,2025-11-14,Panadol,6,94.81,Analgesics,66.37
1185,2025-06-14,Insulin,3,61.04,Diabetes,42.73
1186,2025-08-13,Lipitor,2,40.5,Cholesterol,28.35
1187,2025-11-03,Panadol,4,148.33,Analgesics,103.83
1188,2025-08-22,Amoxicillin,5,73.56,Antibiotics,51.49
1189,2025-06-21,Insulin,4,106.36,Diabetes,74.45
1190,2025-06-01,Nexium,3,29.68,Gastrointestinal,20.78
1191,2025-11-11,Amoxicillin,8,77.98,Antibiotics,54.59
1192,2025-06-09,Amoxicillin,4,13.86,Antibiotics,9.7
1193,2025-04-06,Insulin,2,80.76,Diabetes,56.53
1194,2025-08-21,Amoxicillin,2,144.96,Antibiotics,101.47
1195,2025-06-29,Insulin,1,63.79,Diabetes,44.65
1196,2025-04-23,Panadol,4,15.46,Analgesics,10.82
1197,2025-11-14,Insulin,9,14.33,Diabetes,10.03
1198,2025-02-21,Insulin,7,64.32,Diabetes,45.02
1199,2025-09-25,Lipitor,7,32.4,Cholesterol,22.68
1200,2025-10-22,Insulin,7,13.27,Diabetes,9.29
1201,2025-04-23,Insulin,8,115.87,Diabetes,81.11
1202,2025-04-11,Nexium,1,74.19,Gastrointestinal,51.93
1203,2025-04-23,Panadol,8,50.49,Analgesics,35.34
1204,2025-03-22,Lipitor,4,136.01,Cholesterol,95.21
1205,2025-07-06,Nexium,4,26.26,Gastrointestinal,18.38
1206,2025-04-23,Ventolin,4,143.83,Respiratory,100.68
1207,2025-01-02,Panadol,6,53.96,Analgesics,37.77
1208,2025-05-10,Panadol,7,134.38,Analgesics,94.07
1209,2025-08-08,Ventolin,6,94.41,Respiratory,66.09
1210,2025-02-23,Insulin,1,125.74,Diabetes,88.02
1211,2025-12-09,Nexium,8,147.76,Gastrointestinal,103.43
1212,2025-08-12,Amoxicillin,7,50.38,Antibiotics,35.27
1213,2025-08-13,Lipitor,6,144.56,Cholesterol,101.19
1214,2025-05-06,Amoxicillin,6,64.53,Antibiotics,45.17
1215,2025-05-10,Ventolin,5,63.97,Respiratory,44.78
1216,2025-02-22,Panadol,6,57.65,Analgesics,40.35
1217,2025-06-21,Panadol,9,85.8,Analgesics,60.06
1218,2025-08-06,Lipitor,9,31.58,Cholesterol,22.11
1219,2025-06-09,Panadol,8,87.52,Analgesics,61.26
1220,2025-07-17,Panadol,9,85.84,Analgesics,60.09
1221,2025-09-04,Lipitor,8,116.67,Cholesterol,81.67
1222,2025-11-20,Nexium,8,126.71,Gastrointestinal,88.7
1223,2025-07-22,Nexium,1,71.66,Gastrointestinal,50.16
1224,2025-07-03,Lipitor,5,52.33,Cholesterol,36.63
1225,2025-05-03,Ventolin,4,46.31,Respiratory,32.42
1226,2025-09-12,Panadol,2,37.25,Analgesics,26.08
1227,2025-10-21,Panadol,8,18.07,Analgesics,12.65
1228,2025-10-07,Ventolin,3,57.94,Respiratory,40.56
1229,2025-11-21,Nexium,4,47.83,Gastrointestinal,33.48
1230,2025-04-08,Insulin,7,145.3,Diabetes,101.71
1231,2025-07-17,Insulin,9,88.08,Diabetes,61.66
1232,2025-08-28,Insulin,2,58.62,Diabetes,41.03
1233,2025-05-24,Nexium,3,91.27,Gastrointestinal,63.89
1234,2025-04-07,Nexium,4,29.49,Gastrointestinal,20.64
1235,2025-07-20,Ventolin,1,72.17,Respiratory,50.52
1236,2025-05-04,Panadol,7,97.67,Analgesics,68.37
1237,2025-07-06,Ventolin,2,78.45,Respiratory,54.92
1238,2025-11-22,Ventolin,5,66.25,Respiratory,46.38
1239,2025-12-15,Nexium,1,149.14,Gastrointestinal,104.4
1240,2025-09-16,Insulin,3,133.24,Diabetes,93.27
1241,2025-05-28,Amoxicillin,2,97.28,Antibiotics,68.1
1242,2025-09-09,Panadol,1,89.71,Analgesics,62.8
1243,2025-12-12,Nexium,7,96.89,Gastrointestinal,67.82
1244,2025-05-27,Insulin,5,38.18,Diabetes,26.73
1245,2025-05-28,Amoxicillin,1,65.32,Antibiotics,45.72
1246,2025-12-18,Amoxicillin,6,15.52,Antibiotics,10.86
1247,2025-07-18,Nexium,5,76.58,Gastrointestinal,53.61
1248,2025-11-04,Lipitor,3,86.02,Cholesterol,60.21
1249,2025-05-08,Panadol,7,41.88,Analgesics,29.32
1250,2025-02-08,Amoxicillin,9,144.96,Antibiotics,101.47
1251,2025-12-04,Nexium,9,137.32,Gastrointestinal,96.12
1252,2025-12-26,Nexium,9,111.1,Gastrointestinal,77.77
1253,2025-05-09,Insulin,2,84.67,Diabetes,59.27
1254,2025-09-24,Lipitor,3,131.8,Cholesterol,92.26
1255,2025-05-31,Panadol,7,28.29,Analgesics,19.8
1256,2025-10-25,Ventolin,5,120.67,Respiratory,84.47
1257,2025-04-09,Insulin,2,27.47,Diabetes,19.23
1258,2025-09-20,Amoxicillin,3,121.19,Antibiotics,84.83
1259,2025-09-09,Amoxicillin,6,48.61,Antibiotics,34.03
1260,2025-05-24,Insulin,7,132.79,Diabetes,92.95
1261,2025-12-12,Nexium,9,142.17,Gastrointestinal,99.52
1262,2025-04-22,Amoxicillin,1,30.83,Antibiotics,21.58
1263,2025-03-01,Lipitor,7,74.77,Cholesterol,52.34
1264,2025-01-02,Panadol,8,147.34,Analgesics,103.14
1265,2025-10-31,Lipitor,3,77.68,Cholesterol,54.38
1266,2025-09-11,Amoxicillin,4,130.9,Antibiotics,91.63
1267,2025-05-20,Ventolin,6,92.42,Respiratory,64.69
1268,2025-02-06,Panadol,7,62.55,Analgesics,43.78
1269,2025-06-09,Panadol,4,50.01,Analgesics,35.01
1270,2025-01-09,Insulin,8,38.45,Diabetes,26.92
1271,2025-08-21,Insulin,5,116.65,Diabetes,81.66
1272,2025-04-09,Ventolin,1,64.12,Respiratory,44.88
1273,2025-05-27,Nexium,4,81.58,Gastrointestinal,57.11
1274,2025-10-31,Panadol,3,78.93,Analgesics,55.25
1275,2025-07-27,Ventolin,9,90.82,Respiratory,63.57
1276,2025-05-11,Insulin,8,131.18,Diabetes,91.83
1277,2025-06-01,Insulin,1,147.3,Diabetes,103.11
1278,2025-02-23,Panadol,6,67.06,Analgesics,46.94
1279,2025-04-30,Lipitor,9,125.85,Cholesterol,88.09
1280,2025-06-10,Amoxicillin,7,117.03,Antibiotics,81.92
1281,2025-04-26,Insulin,4,90.29,Diabetes,63.2
1282,2025-03-16,Nexium,1,143.85,Gastrointestinal,100.7
1283,2025-04-23,Nexium,2,38.07,Gastrointestinal,26.65
1284,2025-04-14,Insulin,5,25.3,Diabetes,17.71
1285,2025-12-06,Lipitor,5,129.55,Cholesterol,90.68
1286,2025-09-11,Lipitor,8,71.48,Cholesterol,50.04
1287,2025-08-15,Ventolin,6,128.58,Respiratory,90.01
1288,2025-04-22,Nexium,8,135.03,Gastrointestinal,94.52
1289,2025-04-09,Ventolin,2,18.74,Respiratory,13.12
1290,2025-06-02,Nexium,3,133.69,Gastrointestinal,93.58
1291,2025-12-15,Amoxicillin,6,72.76,Antibiotics,50.93
1292,2025-12-04,Amoxicillin,3,81.46,Antibiotics,57.02
1293,2025-07-13,Panadol,6,97.72,Analgesics,68.4
1294,2025-11-06,Ventolin,6,139.69,Respiratory,97.78
1295,2025-06-12,Insulin,2,12.68,Diabetes,8.88
1296,2025-07-27,Ventolin,7,76.76,Respiratory,53.73
1297,2025-06-18,Insulin,2,106.28,Diabetes,74.4
1298,2025-06-10,Lipitor,6,111.18,Cholesterol,77.83
1299,2025-03-09,Ventolin,1,106.95,Respiratory,74.86
1300,2025-10-16,Lipitor,3,28.82,Cholesterol,20.17
1301,2025-10-04,Amoxicillin,2,51.92,Antibiotics,36.34
1302,2025-10-31,Amoxicillin,7,60.22,Antibiotics,42.15
1303,2025-05-15,Panadol,4,122.62,Analgesics,85.83
1304,2025-07-14,Ventolin,8,49.03,Respiratory,34.32
1305,2025-05-08,Lipitor,6,39.5,Cholesterol,27.65
1306,2025-02-02,Insulin,4,144.04,Diabetes,100.83
1307,2025-06-25,Amoxicillin,5,11.24,Antibiotics,7.87
1308,2025-01-22,Amoxicillin,9,149.69,Antibiotics,104.78
1309,2025-08-26,Insulin,7,104.75,Diabetes,73.32
1310,2025-06-07,Lipitor,9,125.99,Cholesterol,88.19
1311,2025-02-07,Lipitor,7,51.25,Cholesterol,35.88
1312,2025-08-18,Ventolin,1,12.0,Respiratory,8.4
1313,2025-12-31,Ventolin,8,113.3,Respiratory,79.31
1314,2025-02-20,Nexium,4,126.78,Gastrointestinal,88.75
1315,2025-09-21,Nexium,3,113.67,Gastrointestinal,79.57
1316,2025-10-10,Panadol,7,30.0,Analgesics,21.0
1317,2025-01-27,Amoxicillin,3,115.48,Antibiotics,80.84
1318,2025-08-14,Ventolin,8,117.65,Respiratory,82.36
1319,2025-10-04,Lipitor,6,102.2,Cholesterol,71.54
1320,2025-10-13,Insulin,5,117.26,Diabetes,82.08
1321,2025-04-07,Lipitor,4,128.43,Cholesterol,89.9
1322,2025-10-11,Amoxicillin,8,95.9,Antibiotics,67.13
1323,2025-11-13,Nexium,8,22.4,Gastrointestinal,15.68
1324,2025-10-31,Lipitor,1,78.27,Cholesterol,54.79
1325,2025-05-27,Panadol,9,20.87,Analgesics,14.61
1326,2025-01-04,Amoxicillin,5,67.06,Antibiotics,46.94
1327,2025-02-04,Nexium,4,66.99,Gastrointestinal,46.89
1328,2025-07-11,Insulin,6,19.24,Diabetes,13.47
1329,2025-02-18,Nexium,6,58.83,Gastrointestinal,41.18
1330,2025-01-17,Panadol,2,25.54,Analgesics,17.88
1331,2025-06-21,Amoxicillin,8,123.15,Antibiotics,86.2
1332,2025-08-08,Insulin,7,142.68,Diabetes,99.88
1333,2025-06-07,Panadol,1,20.12,Analgesics,14.08
1334,2025-02-15,Nexium,5,143.72,Gastrointestinal,100.6
1335,2025-01-06,Panadol,6,83.16,Analgesics,58.21
1336,2025-04-09,Amoxicillin,4,51.94,Antibiotics,36.36
1337,2025-08-21,Ventolin,2,20.76,Respiratory,14.53
1338,2025-02-06,Panadol,4,80.09,Analgesics,56.06
1339,2025-10-07,Panadol,1,121.23,Analgesics,84.86
1340,2025-12-15,Nexium,7,108.99,Gastrointestinal,76.29
1341,2025-10-29,Nexium,2,17.03,Gastrointestinal,11.92
1342,2025-06-30,Insulin,2,20.21,Diabetes,14.15
1343,2025-04-05,Nexium,9,66.4,Gastrointestinal,46.48
1344,2025-04-09,Lipitor,5,51.34,Cholesterol,35.94
1345,2025-07-07,Amoxicillin,2,42.53,Antibiotics,29.77
1346,2025-04-26,Amoxicillin,9,49.34,Antibiotics,34.54
1347,2025-07-10,Ventolin,9,122.49,Respiratory,85.74
1348,2025-09-10,Ventolin,1,140.09,Respiratory,98.06
1349,2025-06-10,Amoxicillin,3,66.71,Antibiotics,46.7
1350,2025-09-13,Ventolin,4,136.86,Respiratory,95.8
1351,2025-11-19,Insulin,7,55.01,Diabetes,38.51
1352,2025-05-08,Nexium,4,76.7,Gastrointestinal,53.69
1353,2025-01-18,Amoxicillin,2,41.64,Antibiotics,29.15
1354,2025-10-08,Ventolin,7,99.67,Respiratory,69.77
1355,2025-08-11,Amoxicillin,6,147.06,Antibiotics,102.94
1356,2025-02-23,Lipitor,3,94.49,Cholesterol,66.14
1357,2025-02-27,Panadol,6,60.09,Analgesics,42.06
1358,2025-11-19,Nexium,6,100.69,Gastrointestinal,70.48
1359,2025-12-26,Amoxicillin,5,27.21,Antibiotics,19.05
1360,2025-06-23,Panadol,4,134.41,Analgesics,94.09
1361,2025-10-07,Ventolin,1,80.43,Respiratory,56.3
1362,2025-04-24,Panadol,6,72.91,Analgesics,51.04
1363,2025-10-15,Nexium,2,92.02,Gastrointestinal,64.41
1364,2025-12-08,Amoxicillin,3,97.47,Antibiotics,68.23
1365,2025-05-31,Lipitor,8,20.05,Cholesterol,14.04
1366,2025-05-07,Ventolin,6,105.57,Respiratory,73.9
1367,2025-06-04,Amoxicillin,3,43.87,Antibiotics,30.71
1368,2025-09-30,Nexium,7,109.95,Gastrointestinal,76.96
1369,2025-04-14,Ventolin,4,125.15,Respiratory,87.6
1370,2025-10-26,Insulin,9,122.55,Diabetes,85.78
1371,2025-09-03,Panadol,5,87.35,Analgesics,61.14
1372,2025-06-25,Nexium,3,82.82,Gastrointestinal,57.97
1373,2025-02-08,Insulin,2,30.0,Diabetes,21.0
1374,2025-06-19,Amoxicillin,2,118.55,Antibiotics,82.98
1375,2025-09-04,Lipitor,3,48.0,Cholesterol,33.6
1376,2025-01-26,Ventolin,2,79.54,Respiratory,55.68
1377,2025-12-21,Panadol,4,49.8,Analgesics,34.86
1378,2025-11-02,Ventolin,2,28.74,Respiratory,20.12
1379,2025-01-13,Amoxicillin,9,98.14,Antibiotics,68.7
1380,2025-11-12,Ventolin,2,17.61,Respiratory,12.33
1381,2025-11-09,Panadol,9,114.81,Analgesics,80.37
1382,2025-02-05,Amoxicillin,6,54.46,Antibiotics,38.12
1383,2025-06-22,Ventolin,1,10.02,Respiratory,7.01
1384,2025-01-20,Lipitor,4,81.56,Cholesterol,57.09
1385,2025-11-17,Nexium,1,16.56,Gastrointestinal,11.59
1386,2025-09-21,Amoxicillin,6,48.66,Antibiotics,34.06
1387,2025-05-22,Nexium,4,108.98,Gastrointestinal,76.29
1388,2025-05-23,Amoxicillin,3,18.78,Antibiotics,13.15
1389,2025-04-02,Lipitor,3,127.51,Cholesterol,89.26
1390,2025-12-20,Nexium,9,10.53,Gastrointestinal,7.37
1391,2025-11-18,Insulin,6,44.56,Diabetes,31.19
1392,2025-10-15,Panadol,9,113.73,Analgesics,79.61
1393,2025-08-03,Insulin,5,54.28,Diabetes,38.0
1394,2025-12-08,Ventolin,2,24.26,Respiratory,16.98
1395,2025-02-20,Lipitor,8,60.43,Cholesterol,42.3
1396,2025-06-02,Insulin,5,47.86,Diabetes,33.5
1397,2025-07-05,Amoxicillin,2,127.98,Antibiotics,89.59
1398,2025-03-04,Ventolin,4,53.87,Respiratory,37.71
1399,2025-07-09,Ventolin,9,120.45,Respiratory,84.32
1400,2025-05-05,Insulin,4,134.86,Diabetes,94.4
1401,2025-05-30,Insulin,4,70.73,Diabetes,49.51
1402,2025-11-10,Lipitor,2,137.39,Cholesterol,96.17
1403,2025-02-27,Panadol,6,62.82,Analgesics,43.97
1404,2025-12-08,Insulin,2,144.97,Diabetes,101.48
1405,2025-11-01,Insulin,7,22.5,Diabetes,15.75
1406,2025-06-29,Nexium,3,106.18,Gastrointestinal,74.33
1407,2025-06-19,Amoxicillin,3,79.13,Antibiotics,55.39
1408,2025-11-22,Nexium,5,64.27,Gastrointestinal,44.99
1409,2025-09-28,Nexium,3,98.58,Gastrointestinal,69.01
1410,2025-02-23,Ventolin,2,108.54,Respiratory,75.98
1411,2025-04-11,Panadol,9,10.61,Analgesics,7.43
1412,2025-09-21,Amoxicillin,2,33.37,Antibiotics,23.36
1413,2025-02-22,Lipitor,2,109.83,Cholesterol,76.88
1414,2025-03-01,Lipitor,8,103.29,Cholesterol,72.3
1415,2025-04-18,Insulin,9,145.25,Diabetes,101.68
1416,2025-01-05,Insulin,7,116.55,Diabetes,81.58
1417,2025-04-13,Lipitor,3,143.11,Cholesterol,100.18
1418,2025-07-15,Insulin,9,108.36,Diabetes,75.85
1419,2025-09-19,Panadol,3,51.73,Analgesics,36.21
1420,2025-12-31,Nexium,5,24.75,Gastrointestinal,17.32
1421,2025-12-16,Insulin,9,119.46,Diabetes,83.62
1422,2025-02-16,Ventolin,3,100.18,Respiratory,70.13
1423,2025-12-21,Insulin,7,16.75,Diabetes,11.72
1424,2025-11-07,Amoxicillin,1,60.41,Antibiotics,42.29
1425,2025-11-04,Panadol,4,143.95,Analgesics,100.76
1426,2025-05-24,Amoxicillin,4,80.06,Antibiotics,56.04
